Date Spot,SPC
20 Oct 16,19410
21 Oct 16,19410
24 Oct 16,18610
25 Oct 16,18480
26 Oct 16,18470
27 Oct 16,18590
28 Oct 16,18640
1 Nov 16,18640
2 Nov 16,18240
3 Nov 16,18360
4 Nov 16,18370
7 Nov 16,18330
8 Nov 16,18280
9 Nov 16,18350
10 Nov 16,18350
11 Nov 16,18890
15 Nov 16,18890
16 Nov 16,19020
17 Nov 16,19240
18 Nov 16,19340
21 Nov 16,19280
22 Nov 16,19080
23 Nov 16,18900
24 Nov 16,18950
25 Nov 16,18910
28 Nov 16,18830
29 Nov 16,18950
30 Nov 16,18860
1 Dec 16,18900
2 Dec 16,18920
5 Dec 16,18920
6 Dec 16,18910
7 Dec 16,18720
8 Dec 16,18630
9 Dec 16,18590
13 Dec 16,18680
14 Dec 16,18740
15 Dec 16,18770
16 Dec 16,18750
19 Dec 16,18780
20 Dec 16,18670
21 Dec 16,18690
22 Dec 16,18780
23 Dec 16,18800
26 Dec 16,18980
27 Dec 16,18960
28 Dec 16,18910
29 Dec 16,19030
30 Dec 16,19130
2 Jan 17,19200
3 Jan 17,19310
4 Jan 17,19300
5 Jan 17,19520
6 Jan 17,19690
9 Jan 17,19810
10 Jan 17,19730
11 Jan 17,19990
12 Jan 17,20150
13 Jan 17,20020
16 Jan 17,19760
17 Jan 17,19790
18 Jan 17,19870
19 Jan 17,20140
20 Jan 17,20260
23 Jan 17,20410
24 Jan 17,20650
25 Jan 17,20420
27 Jan 17,20420
30 Jan 17,20360
31 Jan 17,20100
1 Feb 17,20320
2 Feb 17,20680
3 Feb 17,20660
6 Feb 17,20360
7 Feb 17,20370
8 Feb 17,20230
9 Feb 17,20410
10 Feb 17,20470
13 Feb 17,20640
14 Feb 17,20600
15 Feb 17,20620
16 Feb 17,20600
17 Feb 17,20390
20 Feb 17,20210
21 Feb 17,20280
22 Feb 17,20450
23 Feb 17,20570
27 Feb 17,20820
28 Feb 17,20690
1 Mar 17,20610
2 Mar 17,20780
3 Mar 17,20690
6 Mar 17,20880
7 Mar 17,21060
8 Mar 17,20990
9 Mar 17,20940
10 Mar 17,20800
14 Mar 17,20730
15 Mar 17,20630
16 Mar 17,20860
17 Mar 17,20910
20 Mar 17,21050
21 Mar 17,21100
22 Mar 17,20960
23 Mar 17,21080
24 Mar 17,21090
27 Mar 17,20960
28 Mar 17,20990
29 Mar 17,20930
30 Mar 17,20880
31 Mar 17,20880
3 Apr 17,21020
5 Apr 17,20990
6 Apr 17,21070
7 Apr 17,20890
10 Apr 17,20780
11 Apr 17,20990
12 Apr 17,20940
13 Apr 17,20700
17 Apr 17,20680
18 Apr 17,20680
19 Apr 17,20640
20 Apr 17,20720
21 Apr 17,20810
24 Apr 17,20790
25 Apr 17,20610
26 Apr 17,20700
27 Apr 17,20630
28 Apr 17,20480
2 May 17,20490
3 May 17,20480
4 May 17,20330
5 May 17,20310
8 May 17,20280
9 May 17,20230
10 May 17,20200
11 May 17,20230
12 May 17,20320
15 May 17,20590
16 May 17,20600
17 May 17,20580
18 May 17,20480
19 May 17,20540
22 May 17,20520
23 May 17,20510
24 May 17,20520
25 May 17,20450
26 May 17,20490
29 May 17,20540
30 May 17,20460
31 May 17,20490
1 Jun 17,20490
2 Jun 17,20420
5 Jun 17,20330
6 Jun 17,20500
7 Jun 17,20310
8 Jun 17,20450
9 Jun 17,20450
12 Jun 17,20510
13 Jun 17,20370
14 Jun 17,20360
15 Jun 17,20410
16 Jun 17,20340
19 Jun 17,20410
20 Jun 17,20280
21 Jun 17,20310
22 Jun 17,20140
23 Jun 17,20210
27 Jun 17,20230
28 Jun 17,20230
29 Jun 17,20240
30 Jun 17,20220
3 Jul 17,20040
4 Jul 17,20390
5 Jul 17,20190
6 Jul 17,20420
7 Jul 17,20410
10 Jul 17,20470
11 Jul 17,20350
12 Jul 17,20480
13 Jul 17,20390
14 Jul 17,20250
17 Jul 17,20280
18 Jul 17,20240
19 Jul 17,20260
20 Jul 17,20180
21 Jul 17,20110
24 Jul 17,20190
25 Jul 17,20290
26 Jul 17,20340
27 Jul 17,20390
28 Jul 17,20340
31 Jul 17,20440
1 Aug 17,20300
2 Aug 17,20490
3 Aug 17,20470
4 Aug 17,20430
7 Aug 17,20430
8 Aug 17,20440
9 Aug 17,20520
10 Aug 17,20430
11 Aug 17,20410
14 Aug 17,20530
16 Aug 17,20490
17 Aug 17,20410
18 Aug 17,20440
21 Aug 17,20450
22 Aug 17,20330
23 Aug 17,20280
24 Aug 17,20350
28 Aug 17,20480
29 Aug 17,20380
30 Aug 17,20350
31 Aug 17,20220
1 Sep 17,20390
4 Sep 17,20310
5 Sep 17,20280
6 Sep 17,20320
7 Sep 17,20150
8 Sep 17,20220
11 Sep 17,20140
12 Sep 17,19990
13 Sep 17,19930
14 Sep 17,19730
15 Sep 17,19620
18 Sep 17,19630
19 Sep 17,19440
20 Sep 17,19260
21 Sep 17,19150
22 Sep 17,18960
25 Sep 17,18740
26 Sep 17,18680
27 Sep 17,18710
28 Sep 17,18730
29 Sep 17,18680
3 Oct 17,18650
4 Oct 17,18660
5 Oct 17,18760
6 Oct 17,18720
9 Oct 17,19010
10 Oct 17,19130
11 Oct 17,19130
12 Oct 17,19180
13 Oct 17,19150
16 Oct 17,18940
17 Oct 17,18760
18 Oct 17,18760
19 Oct 17,18760
20 Oct 17,18760
23 Oct 17,18760
24 Oct 17,18760
25 Oct 17,18790
26 Oct 17,18740
27 Oct 17,18630
30 Oct 17,18400
31 Oct 17,18280
1 Nov 17,18300
2 Nov 17,18350
3 Nov 17,18340
6 Nov 17,18340
7 Nov 17,18190
8 Nov 17,18170
9 Nov 17,18080
10 Nov 17,18080
13 Nov 17,18170
14 Nov 17,18160
15 Nov 17,18150
16 Nov 17,18160
17 Nov 17,18210
20 Nov 17,18200
21 Nov 17,18200
22 Nov 17,18190
23 Nov 17,18220
24 Nov 17,18220
27 Nov 17,18160
28 Nov 17,18160
29 Nov 17,18160
30 Nov 17,18300
1 Dec 17,18330
4 Dec 17,18590
5 Dec 17,18580
6 Dec 17,18440
7 Dec 17,18400
8 Dec 17,18590
11 Dec 17,18770
12 Dec 17,18750
13 Dec 17,18760
14 Dec 17,18880
15 Dec 17,19020
18 Dec 17,19100
19 Dec 17,19000
20 Dec 17,18980
21 Dec 17,19120
22 Dec 17,19450
26 Dec 17,19680
27 Dec 17,19650
28 Dec 17,19720
29 Dec 17,19760
1 Jan 18,19580
2 Jan 18,19560
3 Jan 18,19500
4 Jan 18,19540
5 Jan 18,19760
8 Jan 18,19680
9 Jan 18,19620
10 Jan 18,19630
11 Jan 18,19780
12 Jan 18,20350
15 Jan 18,19970
16 Jan 18,19920
17 Jan 18,19930
18 Jan 18,20230
19 Jan 18,20150
22 Jan 18,20190
23 Jan 18,20210
24 Jan 18,19960
25 Jan 18,19890
29 Jan 18,19500
30 Jan 18,19310
31 Jan 18,19270
1 Feb 18,19320
2 Feb 18,19580
5 Feb 18,19420
6 Feb 18,19330
7 Feb 18,19300
8 Feb 18,19360
9 Feb 18,19490
12 Feb 18,19460
14 Feb 18,19450
15 Feb 18,19310
16 Feb 18,19280
19 Feb 18,19290
20 Feb 18,19310
21 Feb 18,19460
22 Feb 18,19600
23 Feb 18,19580
26 Feb 18,19730
27 Feb 18,19730
28 Feb 18,19790
1 Mar 18,19840
2 Mar 18,19840
5 Mar 18,19940
6 Mar 18,20220
7 Mar 18,20000
8 Mar 18,20040
9 Mar 18,20100
12 Mar 18,20020
13 Mar 18,19870
14 Mar 18,19800
15 Mar 18,19830
16 Mar 18,19750
19 Mar 18,19620
20 Mar 18,19450
21 Mar 18,19530
22 Mar 18,19530
23 Mar 18,19470
26 Mar 18,19470
27 Mar 18,19540
28 Mar 18,19610
2 Apr 18,19780
3 Apr 18,19760
4 Apr 18,19650
5 Apr 18,19690
6 Apr 18,19680
9 Apr 18,19780
10 Apr 18,19820
11 Apr 18,19890
12 Apr 18,19950
13 Apr 18,19940
16 Apr 18,20060
17 Apr 18,20040
18 Apr 18,20070
19 Apr 18,20010
20 Apr 18,20070
23 Apr 18,20140
24 Apr 18,20160
25 Apr 18,20090
26 Apr 18,20070
27 Apr 18,20090
30 Apr 18,20100
2 May 18,20300
3 May 18,20100
4 May 18,20130
7 May 18,20270
8 May 18,20220
9 May 18,20110
10 May 18,20160
11 May 18,20110
14 May 18,20040
15 May 18,20030
16 May 18,20110
17 May 18,20110
18 May 18,20150
21 May 18,20290
22 May 18,20430
23 May 18,20450
24 May 18,20440
25 May 18,20690
28 May 18,20880
29 May 18,21400
30 May 18,21420
31 May 18,21270
1 Jun 18,21410
4 Jun 18,21590
5 Jun 18,21530
6 Jun 18,21530
7 Jun 18,21610
8 Jun 18,22130
11 Jun 18,22500
12 Jun 18,22660
13 Jun 18,22750
14 Jun 18,22870
15 Jun 18,22930
18 Jun 18,22630
19 Jun 18,22570
20 Jun 18,22580
21 Jun 18,22560
22 Jun 18,22540
25 Jun 18,22710
26 Jun 18,22630
27 Jun 18,22590
28 Jun 18,22680
29 Jun 18,22620
2 Jul 18,22680
3 Jul 18,22670
4 Jul 18,22610
5 Jul 18,22610
6 Jul 18,22700
9 Jul 18,22920
10 Jul 18,22970
11 Jul 18,22970
12 Jul 18,22960
13 Jul 18,23170
16 Jul 18,23170
17 Jul 18,23180
18 Jul 18,23220
19 Jul 18,23230
20 Jul 18,23170
23 Jul 18,23160
24 Jul 18,23100
25 Jul 18,23100
26 Jul 18,23160
27 Jul 18,23130
30 Jul 18,23170
31 Jul 18,23260
1 Aug 18,23240
2 Aug 18,23280
3 Aug 18,23260
6 Aug 18,23240
7 Aug 18,23270
8 Aug 18,23330
9 Aug 18,23380
10 Aug 18,23440
13 Aug 18,23410
14 Aug 18,23270
16 Aug 18,23210
17 Aug 18,23110
20 Aug 18,23170
21 Aug 18,23160
23 Aug 18,23190
24 Aug 18,23130
27 Aug 18,23100
28 Aug 18,23130
29 Aug 18,23110
30 Aug 18,23100
31 Aug 18,23040
3 Sep 18,23040
4 Sep 18,23100
5 Sep 18,23060
6 Sep 18,23060
7 Sep 18,22970
10 Sep 18,23010
11 Sep 18,23150
12 Sep 18,23030
14 Sep 18,23070
17 Sep 18,22840
18 Sep 18,22790
19 Sep 18,22550
21 Sep 18,22450
24 Sep 18,22450
25 Sep 18,22280
26 Sep 18,22460
27 Sep 18,22310
28 Sep 18,22050
1 Oct 18,21710
3 Oct 18,21840
4 Oct 18,21900
5 Oct 18,21780
8 Oct 18,21870
9 Oct 18,21950
10 Oct 18,21960
11 Oct 18,22070
12 Oct 18,22220
15 Oct 18,22740
16 Oct 18,22790
17 Oct 18,22640
19 Oct 18,22570
22 Oct 18,22630
23 Oct 18,22830
24 Oct 18,22750
25 Oct 18,22710
26 Oct 18,22750
29 Oct 18,22640
30 Oct 18,22490
31 Oct 18,22490
1 Nov 18,22430
2 Nov 18,22520
5 Nov 18,22520
6 Nov 18,22520
9 Nov 18,22520
12 Nov 18,22190
13 Nov 18,22170
14 Nov 18,22180
15 Nov 18,22220
16 Nov 18,22320
19 Nov 18,22190
20 Nov 18,22100
21 Nov 18,21890
22 Nov 18,21950
26 Nov 18,21440
27 Nov 18,21410
28 Nov 18,21400
29 Nov 18,21380
30 Nov 18,21390
3 Dec 18,21530
4 Dec 18,21450
5 Dec 18,21430
6 Dec 18,21510
7 Dec 18,21420
10 Dec 18,21730
11 Dec 18,21740
12 Dec 18,21630
13 Dec 18,21540
14 Dec 18,21510
17 Dec 18,21560
18 Dec 18,21380
19 Dec 18,21360
20 Dec 18,21320
21 Dec 18,21150
24 Dec 18,20820
26 Dec 18,20720
27 Dec 18,20900
28 Dec 18,20820
31 Dec 18,20950
1 Jan 19,21040
2 Jan 19,21030
3 Jan 19,20900
4 Jan 19,20960
7 Jan 19,20990
8 Jan 19,20910
9 Jan 19,20830
10 Jan 19,20920
11 Jan 19,20900
14 Jan 19,20900
15 Jan 19,20660
16 Jan 19,20600
17 Jan 19,20660
18 Jan 19,20750
21 Jan 19,20850
22 Jan 19,20850
23 Jan 19,20790
24 Jan 19,20770
25 Jan 19,20700
28 Jan 19,20730
29 Jan 19,20720
30 Jan 19,20810
31 Jan 19,20840
1 Feb 19,20710
4 Feb 19,20650
5 Feb 19,20570
6 Feb 19,20610
7 Feb 19,20530
8 Feb 19,20550
11 Feb 19,20550
12 Feb 19,20360
13 Feb 19,20370
14 Feb 19,20340
15 Feb 19,20370
18 Feb 19,20400
19 Feb 19,20280
20 Feb 19,20150
21 Feb 19,20170
22 Feb 19,20370
25 Feb 19,20240
26 Feb 19,20270
27 Feb 19,20150
28 Feb 19,20160
1 Mar 19,20180
5 Mar 19,20350
6 Mar 19,20540
7 Mar 19,20550
8 Mar 19,20600
11 Mar 19,20710
12 Mar 19,20760
13 Mar 19,20870
14 Mar 19,20910
15 Mar 19,20890
18 Mar 19,21270
19 Mar 19,21240
20 Mar 19,21180
22 Mar 19,21390
25 Mar 19,21550
26 Mar 19,21650
27 Mar 19,21660
28 Mar 19,21580
29 Mar 19,21550
1 Apr 19,21670
2 Apr 19,21870
3 Apr 19,21920
4 Apr 19,22180
5 Apr 19,22350
8 Apr 19,22600
9 Apr 19,22420
10 Apr 19,22400
11 Apr 19,22330
12 Apr 19,22280
15 Apr 19,22510
16 Apr 19,22460
18 Apr 19,22440
22 Apr 19,22360
23 Apr 19,22360
24 Apr 19,22300
25 Apr 19,22330
26 Apr 19,22480
30 Apr 19,22300
2 May 19,22290
3 May 19,22300
6 May 19,22170
7 May 19,22140
8 May 19,22060
9 May 19,22040
10 May 19,21960
13 May 19,21530
14 May 19,21360
15 May 19,21520
16 May 19,21310
17 May 19,21370
20 May 19,21450
21 May 19,21550
22 May 19,21620
23 May 19,21610
24 May 19,21710
27 May 19,22090
28 May 19,22350
29 May 19,22420
30 May 19,22440
31 May 19,22360
3 Jun 19,22140
4 Jun 19,22020
6 Jun 19,22200
7 Jun 19,22070
10 Jun 19,21980
11 Jun 19,22030
12 Jun 19,21990
13 Jun 19,22040
14 Jun 19,22020
17 Jun 19,22050
18 Jun 19,22030
19 Jun 19,22080
20 Jun 19,22120
21 Jun 19,22000
24 Jun 19,21950
25 Jun 19,21920
26 Jun 19,21900
27 Jun 19,21820
28 Jun 19,21760
1 Jul 19,21810
2 Jul 19,21730
3 Jul 19,21720
4 Jul 19,21820
5 Jul 19,21740
8 Jul 19,21610
9 Jul 19,21510
10 Jul 19,21290
11 Jul 19,21260
12 Jul 19,21230
15 Jul 19,21170
16 Jul 19,21250
17 Jul 19,21350
18 Jul 19,21320
19 Jul 19,21310
22 Jul 19,21290
23 Jul 19,21190
24 Jul 19,21340
25 Jul 19,21290
26 Jul 19,21300
29 Jul 19,21070
30 Jul 19,21040
31 Jul 19,20980
1 Aug 19,20880
2 Aug 19,20550
5 Aug 19,20060
6 Aug 19,19920
7 Aug 19,20020
8 Aug 19,20090
9 Aug 19,20100
13 Aug 19,20170
14 Aug 19,20240
16 Aug 19,20350
19 Aug 19,20590
20 Aug 19,20650
21 Aug 19,20700
22 Aug 19,20740
23 Aug 19,20640
26 Aug 19,20510
27 Aug 19,20530
28 Aug 19,20470
29 Aug 19,20450
30 Aug 19,20400
3 Sep 19,20130
4 Sep 19,20080
5 Sep 19,20000
6 Sep 19,20010
9 Sep 19,19850
11 Sep 19,19970
12 Sep 19,20030
13 Sep 19,20120
16 Sep 19,20170
17 Sep 19,20240
18 Sep 19,20200
19 Sep 19,20160
20 Sep 19,20040
23 Sep 19,20000
24 Sep 19,19910
25 Sep 19,19790
26 Sep 19,19750
27 Sep 19,19660
30 Sep 19,19910
1 Oct 19,19780
3 Oct 19,19850
4 Oct 19,19780
7 Oct 19,19650
8 Oct 19,0
9 Oct 19,19640
10 Oct 19,19430
11 Oct 19,19590
14 Oct 19,19560
15 Oct 19,19380
16 Oct 19,19380
17 Oct 19,19470
18 Oct 19,19290
22 Oct 19,18940
23 Oct 19,19040
24 Oct 19,19020
25 Oct 19,18940
27 Oct 19,18940
29 Oct 19,18940
30 Oct 19,18900
31 Oct 19,18920
1 Nov 19,18850
4 Nov 19,19010
5 Nov 19,18990
6 Nov 19,19010
7 Nov 19,18970
8 Nov 19,18980
11 Nov 19,18790
13 Nov 19,18680
14 Nov 19,18570
15 Nov 19,18610
18 Nov 19,18620
19 Nov 19,18540
20 Nov 19,18590
21 Nov 19,18550
22 Nov 19,18580
25 Nov 19,18640
26 Nov 19,18660
27 Nov 19,18700
28 Nov 19,18680
29 Nov 19,18660
2 Dec 19,18650
3 Dec 19,18650
4 Dec 19,18630
5 Dec 19,18610
6 Dec 19,18600
9 Dec 19,18780
10 Dec 19,18810
11 Dec 19,18660
12 Dec 19,18680
13 Dec 19,18720
16 Dec 19,18710
17 Dec 19,18720
18 Dec 19,18700
19 Dec 19,18750
20 Dec 19,18790
23 Dec 19,18870
24 Dec 19,18760
26 Dec 19,18810
27 Dec 19,18800
30 Dec 19,18900
31 Dec 19,18890

